dates,comments
2014-10-06 01:03:29,14
2014-10-06 02:00:01,37
2014-10-06 03:00:01,20
2014-10-06 17:39:28,4
2014-11-01 13:32:38,259
2014-11-01 16:04:00,18
2014-11-01 18:48:07,115
2014-11-01 20:13:42,21
2014-11-01 20:40:00,10
2014-11-01 21:19:00,20
2014-11-01 22:13:01,8
2014-11-02 13:27:01,834
2014-11-02 16:50:40,45
2014-11-02 20:31:00,6
2014-11-02 22:46:08,63
2014-11-03 18:09:28,40
2014-11-04 02:31:01,26
2014-11-04 15:51:44,11
2014-11-04 22:32:29,274
2014-11-05 15:58:34,142
2014-11-06 15:44:52,97
2014-11-06 22:18:43,45
2014-11-06 23:40:53,22
2014-11-07 15:37:46,711
2014-11-07 17:32:35,168
2014-11-07 18:55:58,15
2014-11-08 21:20:01,147
2014-11-09 18:57:29,100
2014-11-09 23:53:01,27
2014-11-11 00:08:29,72
2014-11-11 02:22:01,89
2014-11-11 17:41:02,9
2014-11-11 21:17:01,24
2014-11-11 23:04:01,83
2014-11-12 07:58:15,24
2014-11-12 19:51:21,41
2014-11-12 22:29:33,8
2014-11-13 00:20:13,18
2014-11-13 02:15:00,180
2014-11-13 18:51:30,87
2014-11-14 00:22:00,245
2014-11-14 02:09:01,14
2014-11-14 17:49:23,131
2014-11-14 18:26:17,130
2014-11-14 19:02:39,110
2014-11-14 20:56:44,359
2014-11-15 02:26:18,145
2014-11-15 02:40:01,306
2014-11-15 14:30:01,31
2014-11-15 16:00:01,11
2014-11-15 17:00:01,3
2014-11-15 17:40:01,11
2014-11-16 04:39:00,240
2014-11-16 15:30:01,52
2014-11-17 02:30:00,123
2014-11-18 00:33:36,20
2014-11-18 18:00:01,20
2014-11-18 19:14:09,52
2014-11-18 22:56:10,19
2014-11-19 03:00:00,37
2014-11-19 13:27:36,340
2014-11-19 18:00:00,91
2014-11-20 01:08:00,14
2014-11-20 01:24:13,65
2014-12-03 23:46:25,107
2014-12-04 16:47:15,159
2014-12-05 00:59:08,62
2014-12-05 02:00:00,4
2014-12-05 19:28:14,19
2014-12-05 23:24:31,30
2014-12-06 19:51:56,75
2014-12-06 20:34:01,57
2014-12-06 22:33:28,20
2014-12-06 23:33:57,3
2014-12-07 14:58:35,37
2014-12-07 22:54:14,132
2014-12-08 02:30:00,25
2014-12-08 18:32:53,19
2014-12-08 22:13:01,17
2014-12-09 02:37:00,7
2014-12-09 14:35:00,13
2014-12-10 00:47:01,60
2014-12-10 22:09:45,9
2014-12-11 15:52:45,43
2014-12-11 16:11:34,12
2014-12-11 18:56:35,3
2014-12-11 22:02:10,7
2014-12-12 02:48:20,13
2014-12-12 03:30:01,23
2014-12-12 15:25:18,8
2014-12-12 20:49:28,10
2014-12-12 21:28:35,13
2014-12-12 22:08:53,15
2014-12-13 01:43:00,1
2014-12-13 20:54:01,4
2014-12-14 17:26:25,8
2014-12-14 17:39:35,13
2014-12-14 18:03:12,10
2014-12-14 18:29:56,8
2014-12-15 01:05:14,22
2014-12-15 02:20:00,14
2014-12-15 16:17:11,10
2014-12-15 19:44:21,8
2014-12-16 02:58:06,82
2014-12-16 16:55:35,11
2014-12-17 00:19:24,41
2014-12-17 02:01:41,19
2014-12-18 03:14:38,30
2014-12-18 14:42:38,55
2014-12-18 17:41:46,137
2014-12-18 18:36:41,143
2014-12-19 22:44:26,16
2014-12-20 01:00:00,78
2014-12-20 02:35:19,20
2014-12-20 18:50:00,611
2014-12-20 21:08:00,3
2014-12-20 21:19:37,24
2014-12-20 22:13:29,386
2014-12-21 00:30:58,6
2014-12-21 18:35:01,11
2014-12-22 00:27:00,1
2014-12-22 22:00:01,126
2014-12-23 01:51:21,24
2014-12-23 17:31:49,21
2014-12-23 23:18:40,3
2014-12-24 14:02:00,145
2014-12-24 17:21:33,8
2014-12-24 20:53:43,45
2014-12-25 01:05:16,24
2014-12-25 02:00:23,51
2014-12-25 15:00:41,7
2014-12-25 22:31:56,127
2014-12-26 03:15:01,19
2014-12-26 14:38:55,47
2014-12-26 16:04:22,31
2014-12-26 17:06:29,80
2014-12-27 01:29:29,54
2014-12-27 03:32:00,32
2014-12-27 15:12:56,48
2014-12-27 18:52:13,7
2014-12-27 19:19:17,53
2014-12-27 22:46:47,21
2014-12-28 00:10:25,16
2014-12-28 01:28:50,18
2014-12-28 14:40:46,135
2014-12-28 19:49:19,37
2014-12-29 13:47:28,27
2014-12-29 18:40:56,77
2014-12-29 19:02:10,185
2014-12-29 19:24:46,198
2014-12-29 22:30:43,673
2014-12-30 00:12:58,146
2014-12-30 15:26:27,131
2014-12-31 01:35:00,229
2014-12-31 21:06:59,73
2014-12-31 22:06:14,42
2015-01-01 00:33:01,19
2015-01-01 15:49:11,24
2015-01-01 16:44:37,46
2015-01-01 20:42:06,63
2015-01-01 22:48:04,41
2015-02-03 16:05:37,97
2015-02-03 19:38:47,159
2015-02-03 23:00:00,229
2015-02-04 00:50:01,124
2015-02-04 02:51:32,145
2015-02-04 16:53:24,95
2015-02-04 19:07:46,114
2015-02-05 00:19:22,97
2015-02-05 03:54:16,182
2015-02-05 16:46:03,89
2015-02-05 20:00:01,43
2015-02-06 01:54:45,234
2015-02-06 02:44:17,42
2015-02-06 03:18:52,168
2015-02-06 18:00:01,15
2015-02-06 18:20:44,91
2015-02-06 23:46:55,63
2015-02-07 02:05:00,85
2015-02-11 15:52:02,211
2015-02-11 19:39:55,50
2015-02-12 03:00:00,192
2015-02-12 17:04:52,165
2015-02-12 19:25:17,899
2015-02-12 20:40:00,86
2015-02-12 22:40:01,108
2015-02-12 23:29:35,56
2015-02-12 23:43:25,71
2015-02-13 00:19:34,23
2015-02-13 01:45:30,440
2015-02-13 02:43:15,106
2015-02-13 13:43:07,195
2015-02-13 16:52:29,26
2015-02-13 19:25:48,518
2015-02-13 20:12:34,476
2015-02-13 22:45:25,16
2015-02-14 00:26:06,990
2015-02-14 00:40:00,97
2015-02-14 01:00:00,47
2015-02-14 01:33:31,89
2015-02-14 02:00:00,53
2015-02-14 17:58:54,60
2015-02-14 18:32:42,50
2015-02-14 22:20:01,44
2015-02-15 00:00:01,37
2015-02-15 18:45:41,45
2015-02-15 19:46:06,14
2015-02-15 20:15:04,43
2015-02-15 20:46:50,54
2015-02-27 05:41:26,122
2015-02-27 14:35:16,152
2015-02-27 15:15:39,90
2015-02-27 18:04:37,945
2015-02-28 00:41:02,132
2015-02-28 03:00:00,64
2015-02-28 14:56:09,129
2015-02-28 15:45:49,792
2015-02-28 16:18:11,33
2015-02-28 17:05:25,50
2015-02-28 18:48:35,241
2015-02-28 23:58:45,69
2015-03-01 15:57:44,90
2015-03-02 14:02:35,125
2015-03-02 17:51:03,168
2015-03-02 19:02:29,1091
2015-03-02 19:45:04,28
2015-03-02 21:02:02,218
2015-03-02 23:04:02,78
2015-03-03 02:33:54,169
2015-03-03 15:27:28,275
2015-03-03 21:37:01,126
2015-03-03 22:40:02,19
2015-03-04 02:00:01,19
2015-03-21 17:04:29,41
2015-03-21 17:51:18,124
2015-03-21 17:53:32,55
2015-03-21 17:56:02,98
2015-03-21 18:31:19,154
2015-03-21 18:56:39,21
2015-03-21 20:09:01,59
2015-03-21 20:21:03,13
2015-03-21 20:32:25,15
2015-03-21 20:36:31,18
2015-03-21 20:56:59,140
2015-03-21 22:02:35,197
2015-03-21 22:53:49,259
2015-03-22 00:16:10,523
2015-03-22 00:36:26,69
2015-03-22 01:00:01,15
2015-03-22 02:00:02,138
2015-03-22 02:53:57,71
2015-03-22 03:00:04,31
2015-03-22 04:04:00,131
2015-03-22 13:02:13,198
2015-03-22 14:30:00,60
2015-03-22 15:25:09,25
2015-03-22 16:43:54,91
2015-03-22 17:04:43,57
2015-03-22 17:08:54,137
2015-03-22 17:58:54,20
2015-03-22 18:06:37,65
2015-03-22 18:43:04,69
2015-03-22 19:26:39,258
2015-03-22 20:03:56,103
2015-03-22 20:46:58,34
2015-03-22 22:00:02,10
2015-03-22 23:00:01,116
2015-03-22 23:14:25,69
2015-03-22 23:47:20,23
2015-03-23 00:22:29,80
2015-03-23 00:55:14,118
2015-03-23 01:41:52,113
2015-03-23 02:00:01,28
2015-03-23 02:24:01,178
2015-03-23 03:00:01,286
2015-03-23 12:00:22,116
2015-03-23 14:13:02,72
2015-03-23 14:51:40,103
2015-03-23 17:35:00,115
2015-03-23 21:20:53,13
2015-03-23 22:15:08,32
2015-03-24 00:35:03,30
2015-03-24 02:00:02,73
2015-04-10 18:08:04,295
2015-04-10 18:31:19,332
2015-04-10 18:46:20,254
2015-04-11 12:36:03,128
2015-04-11 13:47:33,748
2015-04-13 02:50:33,113
2015-04-13 03:12:03,66
2015-04-13 12:00:26,47
2015-04-13 14:08:31,71
2015-04-13 14:30:55,207
2015-04-13 16:30:01,133
2015-04-13 21:15:01,71
2015-04-14 00:11:09,139
2015-04-14 12:00:01,44
2015-04-14 14:02:37,264
2015-04-14 14:32:00,17
2015-04-14 14:58:53,102
2015-04-14 15:59:38,18
2015-04-14 16:00:54,23
2015-04-14 16:55:12,102
2015-04-14 18:00:07,141
2015-04-14 20:00:02,292
2015-04-14 22:00:01,98
2015-04-15 00:11:08,116
2015-04-29 16:20:01,2779
2015-04-29 20:26:36,170
2015-04-29 21:32:11,530
2015-04-30 00:27:25,238
2015-04-30 00:48:29,167
2015-04-30 01:04:13,82
2015-04-30 01:25:14,101
2015-04-30 01:50:36,979
2015-05-04 14:06:25,272
2015-05-04 14:55:35,457
2015-05-14 20:45:00,373
2015-05-14 22:09:39,171
2015-05-14 22:51:47,194
2015-05-14 23:10:01,150
2015-05-15 00:10:01,208
2015-05-15 00:40:06,250
2015-05-15 02:19:03,109
2015-05-15 03:38:01,156
2015-05-15 12:33:42,167
2015-05-15 13:01:26,528
2015-05-15 14:33:01,403
2015-05-15 16:59:34,170
2015-05-15 20:14:01,542
2015-05-15 20:50:17,173
2015-05-15 22:25:23,299
2015-05-17 19:41:54,294
2015-05-17 20:00:02,650
2015-05-18 13:54:38,106
2015-05-18 14:20:23,382
2015-05-18 14:31:48,421
2015-05-18 15:41:02,69
2015-05-18 18:11:29,134
2015-05-18 20:23:15,152
2015-05-18 20:38:05,150
2015-05-18 22:09:00,653
2015-05-18 22:42:17,709
2015-05-19 01:05:48,326
2015-05-19 01:49:15,269
2015-05-26 12:39:00,436
2015-05-26 16:10:46,342
2015-05-26 16:50:05,517
2015-05-26 17:35:04,251
2015-05-26 21:02:03,44
2015-05-26 21:05:07,648
2015-05-26 23:23:04,182
2015-05-27 00:27:33,110
2015-05-27 02:41:33,141
2015-05-27 18:00:00,334
2015-06-24 21:55:19,712
2015-06-25 01:20:01,2686
2015-06-25 03:13:00,293
2015-06-25 05:28:29,1046
2015-06-25 15:08:29,665
2015-06-25 16:33:52,500
2015-06-25 17:38:10,149
2015-06-25 18:41:22,159
2015-06-25 18:54:59,242
2015-07-14 00:27:00,684
2015-07-14 03:27:00,344
2015-07-14 12:30:01,176
2015-07-14 13:45:44,449
2015-07-14 17:20:47,52
2015-07-14 18:24:27,138
2015-07-14 20:44:03,142
2015-07-14 20:58:50,90
2015-07-14 21:07:56,98
2015-07-14 21:22:18,303
2015-07-14 21:24:42,45
2015-07-14 23:31:04,245
2015-07-15 00:46:00,1602
2015-07-15 03:55:16,116
2015-07-15 14:07:41,170
2015-07-15 15:14:57,113
2015-07-15 16:22:53,83
2015-07-15 22:47:01,1475
2015-07-17 17:38:01,38
2015-07-17 20:18:05,51
2015-07-17 20:21:14,127
2015-07-17 22:21:26,32
2015-07-17 22:44:40,525
2015-07-18 03:07:01,177
2015-07-18 15:18:44,414
2015-07-18 20:07:10,185
2015-07-19 02:39:15,3062
2015-07-19 12:28:01,647
2015-07-19 16:12:51,603
2015-07-19 20:58:00,883
2015-07-19 23:17:00,730
2015-07-20 01:37:01,123
2015-07-20 03:15:01,517
2015-07-20 14:10:42,319
2015-07-20 15:21:49,61
2015-07-20 16:35:08,300
2015-07-20 20:00:01,195
2015-07-20 21:08:32,54
2015-07-20 21:31:49,140
2015-07-20 22:20:01,65
2015-07-20 23:17:41,62
2015-07-21 13:00:03,375
2015-07-21 14:09:47,99
2015-07-21 15:00:01,358
2015-07-21 15:16:04,48
2015-07-21 17:00:01,1312
2015-07-21 17:23:39,114
2015-07-21 18:18:36,96
2015-07-21 20:00:01,263
2015-07-21 21:22:29,31
2015-07-21 21:26:42,253
2015-07-21 21:58:35,124
2015-07-22 00:00:01,483
2015-07-22 02:30:00,1852
2015-07-22 15:24:46,374
2015-07-22 18:44:50,2669
2015-07-23 01:11:00,161
2015-07-23 03:00:00,318
2015-07-23 13:40:35,584
2015-07-23 15:03:57,534
2015-07-23 15:47:57,61
2015-07-23 16:01:23,43
2015-07-23 17:30:40,302
2015-07-23 19:43:32,30
2015-07-23 20:28:44,59
2015-07-23 20:46:08,95
2015-07-23 21:12:13,64
2015-07-24 01:27:12,923
2015-07-24 01:33:18,69
2015-07-24 03:00:00,884
2015-07-24 13:16:16,81
2015-07-24 14:47:31,173
2015-07-24 15:37:16,27
2015-07-24 16:45:57,69
2015-07-24 17:46:44,239
2015-07-24 19:35:34,212
2015-07-24 21:04:25,23
2015-07-24 23:00:00,251
2015-07-25 02:30:01,885
2015-07-25 13:35:33,220
2015-07-25 13:55:15,64
2015-07-25 15:17:14,590
2015-07-25 17:29:17,487
2015-07-25 17:40:01,244
2015-07-25 21:35:00,702
2015-07-26 00:58:00,2260
2015-07-26 14:49:29,147
2015-07-26 18:10:01,379
2015-07-26 22:00:00,748
2015-07-27 01:06:14,2560
2015-07-27 14:48:15,1655
2015-07-27 15:17:32,99
2015-07-27 16:14:35,101
2015-07-27 19:40:04,1690
2015-07-27 23:00:00,1075
2015-07-28 00:54:28,89
2015-07-28 14:07:52,101
2015-07-28 15:19:27,145
2015-07-28 18:25:30,34
2015-07-28 19:55:38,57
2015-07-28 21:07:24,45
2015-07-28 21:45:36,57
2015-07-28 22:58:21,109
2015-07-29 02:24:01,1630
2015-07-29 17:21:19,552
2015-07-29 19:22:27,6702
2015-07-29 20:15:01,40
2015-07-29 21:06:54,87
2015-07-29 21:20:22,138
2015-07-30 00:00:00,108
2015-07-30 00:38:17,59
2015-07-30 14:19:43,114
2015-07-30 15:16:44,212
2015-07-30 17:32:18,190
2015-07-30 20:30:20,44
2015-07-30 21:14:25,45
2015-07-30 21:18:04,43
2015-07-31 01:00:01,90
2015-07-31 03:30:00,99
2015-07-31 14:40:00,95
2015-07-31 17:57:04,153
2015-07-31 20:43:01,810
2015-08-01 00:36:00,63
2015-08-01 14:06:01,745
2015-08-01 17:44:00,91
2015-08-01 20:04:30,503
2015-08-01 21:00:01,1330
2015-08-02 01:08:53,2228
2015-08-02 14:27:34,3816
2015-08-02 17:44:01,553
2015-08-02 21:00:02,542
2015-08-03 01:00:01,336
2015-08-03 02:30:41,354
2015-08-03 02:49:57,702
2015-08-03 05:04:22,565
2015-08-03 05:10:25,1033
2015-08-03 15:15:52,88
2015-08-03 21:18:04,82
2015-08-03 22:40:21,225
2015-08-04 14:46:29,107
2015-08-04 14:59:09,59
2015-08-04 16:16:30,20
2015-08-04 18:24:03,57
2015-08-04 18:31:50,52
2015-08-04 20:45:35,38
2015-08-04 21:09:08,306
2015-08-04 21:53:03,14
2015-08-04 22:01:38,27
2015-08-04 22:15:01,95
2015-08-05 15:34:12,64
2015-08-05 15:57:31,73
2015-08-05 22:01:50,120
2015-08-06 13:55:21,117
2015-08-06 15:19:56,96
2015-08-06 16:10:45,53
2015-08-06 17:37:25,60
2015-08-06 19:11:57,40
2015-08-06 21:34:58,50
2015-08-06 21:45:39,13
2015-08-06 21:56:17,79
2015-08-06 22:16:35,71
2015-08-06 23:38:47,46
2015-08-07 00:56:47,210
2015-08-07 02:00:01,121
2015-08-07 15:04:34,226
2015-08-07 19:20:01,322
2015-08-07 21:38:58,135
2015-08-07 21:47:09,46
2015-08-08 01:00:01,132
2015-08-08 18:45:37,267
2015-08-08 20:55:09,198
2015-08-08 21:20:00,410
2015-08-09 00:51:24,29
2015-08-09 02:00:01,198
2015-08-09 02:25:29,1457
2015-08-09 15:00:00,672
2015-08-09 18:11:01,136
2015-08-09 23:49:49,90
2015-08-10 00:33:55,76
2015-08-10 03:50:00,91
2015-08-10 13:56:24,123
2015-08-10 15:12:55,1522
2015-08-10 16:05:34,62
2015-08-10 20:25:30,72
2015-08-10 21:22:33,86
2015-08-10 22:24:15,25
2015-08-10 22:56:55,122
2015-08-11 03:00:01,845
2015-08-11 14:47:28,67
2015-08-11 16:36:27,82
2015-08-11 18:26:10,57
2015-08-11 21:13:17,13
2015-08-11 21:30:02,61
2015-08-11 21:35:31,43
2015-08-11 21:39:08,51
2015-08-11 22:00:09,72
2015-08-11 22:12:40,402
2015-08-12 01:30:00,364
2015-08-12 14:00:25,68
2015-08-12 19:04:53,166
2015-08-12 21:14:23,196
2015-08-12 21:28:20,45
2015-08-13 03:30:00,280
2015-08-13 13:34:30,332
2015-08-13 13:58:46,49
2015-08-13 14:29:27,78
2015-08-13 17:00:01,522
2015-08-13 19:06:49,44
2015-08-13 21:02:52,58
2015-08-14 01:49:26,146
2015-08-14 14:35:57,600
2015-08-14 21:13:59,88
2015-08-15 03:01:01,55
2015-08-15 14:46:34,458
2015-08-15 19:16:49,152
2015-08-15 23:41:15,46
2015-08-16 01:54:01,19
2015-08-16 19:24:14,202
2015-08-17 00:47:02,574
2015-08-17 14:50:04,595
2015-08-17 20:26:29,88
2015-08-18 00:36:01,161
2015-08-18 14:06:14,40
2015-08-18 22:33:43,381
2015-08-18 23:49:52,1046
2015-08-19 01:18:37,865
2015-08-19 15:05:13,63
2015-08-19 15:58:06,657
2015-08-19 17:38:06,78
2015-08-19 19:44:05,804
2015-08-19 19:58:13,462
2015-08-19 21:07:51,85
2015-08-19 22:09:18,98
2015-08-20 16:34:50,103
2015-08-20 17:18:54,370
2015-08-20 20:02:21,56
2015-08-20 21:25:54,88
2015-08-21 02:14:37,281
2015-08-21 15:00:55,373
2015-08-21 15:59:11,92
2015-08-21 18:46:28,747
2015-08-21 22:00:00,207
2015-08-22 06:07:48,57
2015-08-22 16:15:04,334
2015-08-22 20:20:33,222
2015-08-23 01:24:37,416
2015-08-23 17:00:56,472
2015-08-23 19:21:00,424
2015-08-23 23:33:34,203
2015-08-24 14:15:00,656
2015-08-24 16:00:19,37
2015-08-24 16:18:32,42
2015-08-24 21:09:12,38
2015-08-24 22:18:40,93
2015-08-25 01:02:00,100
2015-08-25 16:13:29,57
2015-08-25 18:19:51,56
2015-08-25 22:23:05,372
2015-08-26 01:05:00,635
2015-08-26 14:12:46,146
2015-08-26 20:30:51,1664
2015-08-27 16:34:22,35
2015-08-27 21:09:10,116
2015-08-28 02:33:22,452
2015-08-28 13:48:45,282
2015-08-28 15:08:38,81
2015-08-28 16:51:32,32
2015-08-28 17:00:01,911
2015-08-28 19:09:54,460
2015-08-28 22:30:00,593
2015-08-29 00:23:04,40
2015-08-29 02:00:01,597
2015-08-29 13:17:04,648
2015-08-29 17:37:41,443
2015-08-29 20:30:01,127
2015-08-30 00:04:00,2686
2015-08-30 00:59:34,262
2015-08-30 14:40:02,193
2015-08-30 21:20:53,80
2015-08-31 01:09:50,125
2015-08-31 02:57:07,40
2015-08-31 14:40:05,623
2015-08-31 18:16:47,314
2015-08-31 22:45:02,597
2015-09-01 16:38:30,416
2015-09-01 21:29:26,227
2015-09-02 00:23:01,197
2015-09-02 02:30:00,399
2015-09-02 03:45:38,598
2015-09-02 14:36:30,595
2015-09-02 16:09:47,86
2015-09-02 16:43:23,36
2015-09-02 21:09:32,298
2015-09-03 01:49:54,650
2015-09-03 16:36:37,239
2015-09-03 17:46:59,142
2015-09-04 02:06:59,373
2015-09-04 14:00:58,121
2015-09-04 16:56:09,181
2015-09-04 23:50:37,150
2015-09-05 15:51:04,76
2015-09-05 16:29:02,227
2015-09-05 18:33:15,95
2015-09-05 19:30:54,241
2015-09-06 01:44:09,462
2015-09-06 17:00:44,268
2015-09-06 20:37:34,282
2015-09-07 02:06:10,295
2015-09-07 15:53:34,120
2015-09-07 22:39:25,214
2015-09-08 04:00:01,419
2015-09-08 16:07:49,77
2015-09-08 17:18:51,62
2015-09-08 20:41:25,728
2015-09-08 21:15:06,109
2015-09-09 01:00:00,1297
2015-09-09 02:27:34,589
2015-09-09 03:20:00,653
2015-09-09 04:00:01,199
2015-09-09 14:43:37,95
2015-09-09 15:40:42,166
2015-09-09 15:48:40,52
2015-09-09 18:15:41,63
2015-09-09 21:13:34,248
2015-09-09 22:43:19,121
2015-09-10 15:09:56,173
2015-09-10 15:42:02,125
2015-09-10 15:55:07,125
2015-09-10 16:17:40,98
2015-09-10 17:38:54,12
2015-09-10 21:28:06,198
2015-09-10 22:45:28,78
2015-09-10 23:59:42,632
2015-09-11 00:05:19,51
2015-09-11 01:03:45,259
2015-09-11 03:42:21,439
2015-09-11 14:06:22,2502
2015-09-11 16:01:31,886
2015-09-11 20:54:13,46
2015-09-11 21:52:29,116
2015-09-12 00:00:01,24
2015-09-12 02:39:15,480
2015-09-12 04:00:00,75
2015-09-12 18:41:18,550
2015-09-12 18:59:16,142
2015-09-12 19:10:29,68
2015-09-12 19:46:56,133
2015-09-12 20:40:18,93
2015-09-13 10:30:01,257
2015-09-14 02:01:24,802
2015-09-14 14:27:34,84
2015-09-14 15:41:15,194
2015-09-15 02:00:00,194
2015-09-15 17:30:18,212
2015-09-16 14:30:01,262
2015-09-16 21:30:00,135
2015-09-17 13:30:00,207
2015-09-17 19:56:20,1196
2015-09-17 22:05:44,1096
2015-09-18 01:00:01,103
2015-09-18 04:00:03,185
2015-09-18 14:07:18,87
2015-09-18 14:14:49,42
2015-09-18 16:43:19,129
2015-09-18 17:11:14,84
2015-09-18 19:51:44,124
2015-09-18 21:28:24,998
2015-09-18 22:49:34,752
2015-09-18 23:11:11,34
2015-09-19 01:07:49,198
2015-09-19 02:36:06,123
2015-09-19 12:19:00,407
2015-09-19 15:34:02,415
2015-09-19 19:14:45,88
2015-09-20 00:07:33,541
2015-09-20 13:00:02,568
2015-09-20 18:00:00,105
2015-09-20 21:22:56,161
2015-09-21 13:00:01,514
2015-09-21 23:32:25,288
2015-09-22 15:27:36,1222
2015-09-22 21:17:57,330
2015-09-23 01:58:58,381
2015-09-23 12:05:40,1750
2015-09-23 14:15:13,996
2015-09-23 15:23:39,384
2015-09-23 20:27:46,639
2015-09-23 20:59:51,78
2015-09-23 21:54:52,61
2015-09-23 22:32:53,1189
2015-09-24 01:50:43,455
2015-09-24 02:35:00,439
2015-09-24 16:46:54,2585
2015-09-24 16:51:47,78
2015-09-24 17:00:32,98
2015-09-24 17:14:15,45
2015-09-25 00:00:01,708
2015-09-25 04:48:50,103
2015-09-25 13:02:21,74
2015-09-25 15:04:32,969
2015-09-25 15:25:37,605
2015-09-25 15:30:16,59
2015-09-25 16:09:02,36
2015-09-25 18:43:25,159
2015-09-25 22:30:40,292
2015-09-25 23:03:49,32
2015-09-26 00:02:04,92
2015-09-26 01:00:01,289
2015-09-26 16:00:00,323
2015-09-26 20:22:17,124
2015-09-27 01:00:00,675
2015-09-27 13:30:00,504
2015-09-27 16:20:01,306
2015-09-27 18:30:01,342
2015-09-27 19:57:36,193
2015-09-27 22:00:03,275
2015-09-28 13:30:01,402
2015-09-28 17:49:19,98
2015-09-28 22:23:16,414
2015-09-29 01:00:23,38
2015-09-29 01:30:01,386
2015-09-29 02:22:45,174
2015-09-29 13:30:31,172
2015-09-29 17:20:04,495
2015-09-29 17:30:08,40
2015-09-29 19:13:00,17
2015-09-29 19:27:34,44
2015-09-29 20:15:13,79
2015-09-29 23:07:48,179
2015-09-30 01:00:00,382
2015-09-30 02:07:21,72
2015-09-30 02:16:28,20
2015-09-30 02:30:00,541
2015-09-30 05:03:27,83
2015-09-30 13:35:00,180
2015-09-30 18:45:43,507
2015-09-30 23:57:17,887
2015-10-01 02:30:00,340
2015-10-01 03:32:05,755
2015-10-01 14:00:01,229
2015-10-01 17:00:02,171
2015-10-01 21:56:50,183
2015-10-01 22:47:14,537
2015-10-01 23:55:47,295
2015-10-02 03:00:01,325
2015-10-02 13:05:01,260
2015-10-02 18:26:24,395
2015-10-02 22:46:03,139
2015-10-03 00:05:55,326
2015-10-03 02:30:00,533
2015-10-03 15:00:00,847
2015-10-03 16:41:29,1187
2015-10-03 19:00:00,1835
2015-10-04 03:00:00,377
2015-10-04 03:13:58,911
2015-10-04 03:35:34,224
2015-10-04 03:50:56,289
2015-10-04 04:27:13,688
2015-10-04 05:22:50,122
2015-10-04 05:36:09,1383
2015-10-04 05:53:23,325
2015-10-04 06:14:11,1263
2015-10-04 06:46:31,492
2015-10-04 06:50:20,136
2015-10-04 06:55:45,257
2015-10-04 07:09:16,1124
2015-10-04 12:00:00,1261
2015-10-04 15:30:18,241
2015-10-04 16:00:01,250
2015-10-04 16:19:44,188
2015-10-04 16:54:54,157
2015-10-04 17:10:24,1899
2015-10-04 18:03:02,184
2015-10-04 18:24:21,718
2015-10-04 20:12:26,542
2015-10-05 14:47:44,581
2015-10-05 16:30:49,257
2015-10-05 17:27:14,445
2015-10-05 21:59:53,501
2015-10-06 00:29:27,2060
2015-10-06 02:30:00,390
2015-10-06 04:00:00,1509
2015-10-06 17:13:38,96
2015-10-06 17:41:29,650
2015-10-06 18:10:09,192
2015-10-06 19:34:39,470
2015-10-06 23:19:34,999
2015-10-07 14:27:47,7616
2015-10-07 14:50:15,1852
2015-10-07 15:21:51,2568
2015-10-07 16:28:47,558
2015-10-07 19:00:30,221
2015-10-07 20:46:29,208
2015-10-07 21:02:02,963
2015-10-07 21:36:37,326
2015-10-08 13:02:44,418
2015-10-08 13:47:45,11550
2015-10-08 15:01:58,1490
2015-10-08 16:00:02,261
2015-10-08 17:43:29,83
2015-10-08 17:59:25,755
2015-10-08 18:43:53,1022
2015-10-08 22:00:31,1394
2015-10-09 15:00:01,103
2015-10-09 15:03:51,73
2015-10-09 16:06:44,792
2015-10-09 16:27:48,175
2015-10-09 18:40:59,311
2015-10-09 22:39:30,57
2015-10-09 23:39:44,103
2015-10-10 01:07:53,408
2015-10-10 15:30:00,149
2015-10-10 17:34:59,230
2015-10-10 23:25:45,270
2015-10-11 03:30:00,851
2015-10-11 13:00:01,309
2015-10-11 15:13:37,66
2015-10-11 21:12:46,78
2015-10-12 01:00:00,486
2015-10-12 16:28:40,147
2015-10-12 18:04:11,397
2015-10-12 21:33:00,3567
2015-10-13 13:05:13,250
2015-10-13 18:42:49,262
2015-10-13 21:45:58,8785
2015-10-14 16:57:08,128
2015-10-14 19:03:31,93
2015-10-14 20:23:53,102
2015-10-14 22:17:26,230
2015-10-15 01:43:13,447
2015-10-15 05:24:12,1128
2015-10-15 15:00:01,246
2015-10-16 00:00:00,790
2015-10-16 14:57:40,1341
2015-10-17 00:00:01,762
2015-10-17 14:15:00,544
2015-10-17 23:45:01,592
2015-10-18 14:00:00,2115
2015-10-18 14:39:35,756
2015-10-19 14:09:48,207
2015-10-19 18:00:01,128
2015-10-19 18:30:00,3208
2015-10-19 22:30:00,376
2015-10-19 22:49:56,1077
2015-10-20 13:00:00,4164
2015-10-20 15:15:56,107
2015-10-20 18:55:58,244
2015-10-21 00:00:00,274
2015-10-21 18:05:00,819
2015-10-22 02:59:04,316
2015-10-22 14:30:57,180
2015-10-22 15:35:29,264
2015-10-22 16:46:12,825
2015-10-22 17:25:07,87
2015-10-22 18:38:41,119
2015-10-22 22:15:01,181
2015-10-23 00:00:00,340
2015-10-23 14:50:32,331
2015-10-23 16:22:27,98
2015-10-23 16:27:12,3153
2015-10-23 19:32:22,70
2015-10-24 00:56:21,40
2015-10-24 01:35:37,158
2015-10-24 01:49:49,110
2015-10-24 02:05:53,216
